"","time","Method","blood","count","aif","disp_aif","backg","bpr","parentFraction","disp_fct","t_G","vol","delta","tmax"
"389",6.48333333333333,"Continuous",9.26830500000005,263,9.14223132236792,9.04745000493943,9.15,1.05271152689252,0.843515670043931,1.01047602555159,6.48333333333333,0.0833333333333333,1,1.06666666666667
"390",6.5,"Continuous",10.3794149999999,259,8.99709599917044,10.1223327664573,9.15,1.05288720406639,0.842606347603637,0.888836220538451,6.5,0.0833333333333333,1,1.06666666666667
"391",6.51666666666667,"Continuous",8.87433499999997,282,9.78996687285375,8.63209491277498,9.15,1.05306237099543,0.841695708535598,1.13413568453299,6.51666666666667,0.0833333333333333,1,1.06666666666667
"392",6.53333333333333,"Continuous",9.18957499999988,245,8.49906858088523,8.9482291115323,9.15,1.05323702609183,0.840783771477032,0.949804533942007,6.53333333333333,0.0833333333333333,1,1.06666666666667
"393",6.55,"Continuous",9.79536999999982,278,9.63803989844943,9.50621947801604,9.15,1.05341116776781,0.839870555044801,1.0138667554161,6.55,0.0833333333333333,1,1.06666666666667
"394",6.56666666666667,"Continuous",9.15925500000048,253,8.76490933498184,8.89164992202458,9.15,1.05358479443558,0.838956077834043,0.985746111446785,6.56666666666667,0.0833333333333333,1,1.06666666666667
"395",6.58333333333333,"Continuous",10.6887299999999,272,9.41713993279303,10.351106620923,9.15,1.05375790450734,0.838040358416813,0.909771319885537,6.58333333333333,0.0833333333333333,1,1.06666666666667
"396",6.6,"Continuous",8.68953499999998,276,9.54919942070354,8.40259056314066,9.15,1.05393049639531,0.837123415340746,1.13645897047426,6.6,0.0833333333333333,1,1.06666666666667
"397",6.61666666666667,"Continuous",8.33076500000016,252,8.71242990423974,8.05741630896927,9.15,1.05410256851169,0.836205267127724,1.08129325458104,6.61666666666667,0.0833333333333333,1,1.06666666666667
"398",6.63333333333333,"Continuous",10.7362199999998,256,8.84474295462091,10.3682993256893,9.15,1.05427411926868,0.835285932272569,0.853056289830144,6.63333333333333,0.0833333333333333,1,1.06666666666667
"399",6.65,"Continuous",9.80234500000006,281,9.70232389096638,9.44031665220712,9.15,1.05444514707851,0.834365429241736,1.02775407313249,6.65,0.0833333333333333,1,1.06666666666667
"400",6.66666666666667,"Continuous",7.20745500000021,259,8.93614392643068,6.94151589408571,9.15,1.05461565035337,0.83344377647203,1.2873476143798,6.66666666666667,0.0833333333333333,1,1.06666666666667
"401",6.68333333333333,"Continuous",8.95285000000013,237,8.1709984244264,8.62509264211837,9.15,1.05478562750547,0.832520992369336,0.947351960548862,6.68333333333333,0.0833333333333333,1,1.06666666666667
"402",6.7,"Continuous",9.65416499999992,260,8.95825301948747,9.27397488197733,9.15,1.05495507694703,0.831597095307359,0.965956144316994,6.7,0.0833333333333333,1,1.06666666666667
"403",6.71666666666667,"Continuous",10.2376250000002,250,8.6075180824981,9.8285197427264,9.15,1.05512399709024,0.830672103626382,0.875769526623589,6.71666666666667,0.0833333333333333,1,1.06666666666667
"404",6.73333333333333,"Continuous",10.0800799999997,279,9.59989212869938,9.64782459109247,9.15,1.05529238634732,0.82974603563204,0.995031785462047,6.73333333333333,0.0833333333333333,1,1.06666666666667
"405",6.75,"Continuous",8.90961499999958,260,8.93952975718729,8.5263202964843,9.15,1.05546024313048,0.828818909594098,1.04846281236624,6.75,0.0833333333333333,1,1.06666666666667
"406",6.76666666666667,"Continuous",8.9982500000001,265,9.10515453806186,8.59774136842328,9.15,1.05562756585192,0.827890743745261,1.05901703108937,6.76666666666667,0.0833333333333333,1,1.06666666666667
"407",6.78333333333333,"Continuous",8.8574050000002,252,8.65214599193286,8.45923142478286,9.15,1.05579435292385,0.826961556279982,1.02280521213604,6.78333333333333,0.0833333333333333,1,1.06666666666667
"408",6.8,"Continuous",8.88509500000009,257,8.817696556101,8.47222695915945,9.15,1.05596060275848,0.826031365353297,1.04077671651231,6.8,0.0833333333333333,1,1.06666666666667
"409",6.81666666666667,"Continuous",8.74227999999994,247,8.46840401520701,8.33115684301266,9.15,1.05612631376802,0.825100189079664,1.01647396331393,6.81666666666667,0.0833333333333333,1,1.06666666666667
"410",6.83333333333333,"Continuous",9.77357500000016,251,8.59952714675705,9.29941619090146,9.15,1.05629148436467,0.824168045531826,0.92473838897229,6.83333333333333,0.0833333333333333,1,1.06666666666667
"411",6.85,"Continuous",11.0597200000002,261,8.93598668941658,10.5028279781373,9.15,1.05645611296065,0.823234952739683,0.850817199712093,6.85,0.0833333333333333,1,1.06666666666667
"412",6.86666666666667,"Continuous",9.0361399999997,283,9.68273943706115,8.55910443113191,9.15,1.05662019796816,0.822300928689182,1.13127950651499,6.86666666666667,0.0833333333333333,1,1.06666666666667
"413",6.88333333333333,"Continuous",8.72889500000019,247,8.44432179127377,8.27584019291787,9.15,1.05678373779941,0.821365991321221,1.02035824694876,6.88333333333333,0.0833333333333333,1,1.06666666666667
"414",6.9,"Continuous",7.8870850000003,268,9.15613259913437,7.45770512951643,9.15,1.0569467308666,0.820430158530564,1.22774130112705,6.9,0.0833333333333333,1,1.06666666666667
"415",6.91666666666667,"Continuous",7.83143999999993,222,7.57823102698356,7.42013447782148,9.15,1.05710917558196,0.819493448164781,1.02130642640435,6.91666666666667,0.0833333333333333,1,1.06666666666667
"416",6.93333333333333,"Continuous",11.7227699999999,250,8.52854527268994,11.0692059063042,9.15,1.05727107035767,0.81855587802319,0.770474896291586,6.93333333333333,0.0833333333333333,1,1.06666666666667
"417",6.95,"Continuous",9.10938999999962,278,9.4774701184145,8.57534208627395,9.15,1.05743241360596,0.817617465855826,1.10520023843533,6.95,0.0833333333333333,1,1.06666666666667
"418",6.96666666666667,"Continuous",7.3128200000001,242,8.24354016835308,6.89119964950864,9.15,1.05759320373903,0.816678229362414,1.19624166874063,6.96666666666667,0.0833333333333333,1,1.06666666666667
"419",6.98333333333333,"Continuous",9.49010500000031,241,8.20350024396104,8.93198548464548,9.15,1.05775343916908,0.815738186191368,0.918440839168767,6.98333333333333,0.0833333333333333,1,1.06666666666667
"420",7,"Discrete",7.4351,11526,4.58066404755205,4.58066404755205,54.7857142857143,1,0.814797353938796,1,13.7833333333333,0.8,10,1.06666666666667
"421",7.01666666666667,"Continuous",8.89311999999973,226,7.68139548112672,8.35830265647635,9.15,1.05807223968205,0.813855750147524,0.919013799431499,7.01666666666667,0.0833333333333333,1,1.06666666666667
"422",7.03333333333333,"Continuous",10.2677550000003,258,8.76334255592706,9.61487587037694,9.15,1.05823080226776,0.812913392306137,0.911435849413988,7.03333333333333,0.0833333333333333,1,1.06666666666667
"423",7.05,"Continuous",7.43453,252,8.55315794100832,6.95566717426871,9.15,1.05838880515605,0.811970297848031,1.22966751092537,7.05,0.0833333333333333,1,1.06666666666667
"424",7.06666666666667,"Continuous",10.3419099999996,226,7.66453450777763,9.68192574463514,9.15,1.05854624743749,0.811026484150481,0.791633266969088,7.06666666666667,0.0833333333333333,1,1.06666666666667
"425",7.08333333333333,"Continuous",11.2260249999999,281,9.52402540364957,10.4572433326817,9.15,1.0587031282027,0.810081968533727,0.910758705775202,7.08333333333333,0.0833333333333333,1,1.06666666666667
"426",7.1,"Continuous",6.262745,261,8.83927546337631,5.8330043951196,9.15,1.05885944654223,0.809136768260069,1.515389817085,7.1,0.0833333333333333,1,1.06666666666667
"427",7.11666666666667,"Continuous",7.62427000000025,218,7.37670457403156,7.11464590993832,9.15,1.05901520154669,0.808190900532988,1.03683369030737,7.11666666666667,0.0833333333333333,1,1.06666666666667
"428",7.13333333333333,"Continuous",9.11193000000003,242,8.18331396623768,8.47540708900764,9.15,1.05917039230666,0.807244382496266,0.965536390204926,7.13333333333333,0.0833333333333333,1,1.06666666666667
"429",7.15,"Continuous",9.53160500000013,231,7.80531796219776,8.86134660779625,9.15,1.05932501791273,0.806297231233138,0.880827520653645,7.15,0.0833333333333333,1,1.06666666666667
"430",7.16666666666667,"Continuous",9.48781500000041,258,8.71173716880026,8.79218706373835,9.15,1.05947907745548,0.805349463765443,0.990849842666577,7.16666666666667,0.0833333333333333,1,1.06666666666667
"431",7.18333333333333,"Continuous",6.97677999999951,241,8.13130972634561,6.46426151692907,9.15,1.0596325700255,0.804401097052807,1.25788687618079,7.18333333333333,0.0833333333333333,1,1.06666666666667
"432",7.2,"Continuous",7.73227499999985,221,7.45052377432862,7.16660845385337,9.15,1.05978549471338,0.803452147991821,1.03961641302206,7.2,0.0833333333333333,1,1.06666666666667
"433",7.21666666666667,"Continuous",8.4344500000002,229,7.71463167866878,7.80153170219404,9.15,1.0599378506097,0.802502633415254,0.988861158700307,7.21666666666667,0.0833333333333333,1,1.06666666666667
"434",7.23333333333333,"Continuous",9.03192499999977,225,7.57410613806609,8.34599206757081,9.15,1.06008963680506,0.801552570091265,0.907514178871083,7.23333333333333,0.0833333333333333,1,1.06666666666667
"435",7.25,"Continuous",8.58656500000006,242,8.14063243048751,7.91351403888708,9.15,1.06024085239003,0.80060197472264,1.02870006807145,7.25,0.0833333333333333,1,1.06666666666667
"436",7.26666666666667,"Continuous",8.4961000000003,226,7.59635161375392,7.82969136415788,9.15,1.0603914964552,0.799650863946038,0.970198090888727,7.26666666666667,0.0833333333333333,1,1.06666666666667
"437",7.28333333333333,"Continuous",9.46266500000002,241,8.09475822986364,8.69838580345137,9.15,1.06054156809116,0.798699254331253,0.930604644674622,7.28333333333333,0.0833333333333333,1,1.06666666666667
"438",7.3,"Continuous",8.43820499999993,242,8.1222238558868,7.74586808072406,9.15,1.0606910663885,0.797747162380495,1.04858794020767,7.3,0.0833333333333333,1,1.06666666666667
"439",7.31666666666667,"Continuous",8.42807499999981,234,7.84760689997653,7.73108666450634,9.15,1.06083999043781,0.796794604527676,1.01507165040655,7.31666666666667,0.0833333333333333,1,1.06666666666667
"440",7.33333333333333,"Continuous",9.43815500000028,237,7.94225151447731,8.64423363845888,9.15,1.06098833932966,0.795841597137723,0.918791861333041,7.33333333333333,0.0833333333333333,1,1.06666666666667
"441",7.35,"Continuous",9.24184000000014,248,8.30479537297367,8.44612092501146,9.15,1.06113611215464,0.794888156505893,0.983267401296697,7.35,0.0833333333333333,1,1.06666666666667
"442",7.36666666666667,"Continuous",8.37588499999993,243,8.13106210041082,7.64750334971634,9.15,1.06128330800336,0.793934298857113,1.0632309302241,7.36666666666667,0.0833333333333333,1,1.06666666666667
"443",7.38333333333333,"Continuous",9.2177999999999,237,7.9241212996407,8.4084040700166,9.15,1.06142992596638,0.792980040345328,0.942404912235034,7.38333333333333,0.0833333333333333,1,1.06666666666667
"444",7.4,"Continuous",9.99022999999988,250,8.3526645580752,9.09234977368767,9.15,1.0615759651343,0.792025397052866,0.918647518625708,7.4,0.0833333333333333,1,1.06666666666667
"445",7.41666666666667,"Continuous",9.17367999999988,255,8.51329529097146,8.33536973636565,9.15,1.0617214245977,0.791070384989815,1.02134585030218,7.41666666666667,0.0833333333333333,1,1.06666666666667
"446",7.43333333333333,"Continuous",7.16925999999967,248,8.27310953574839,6.50844095535622,9.15,1.06186630344717,0.790115020093416,1.27113537519917,7.43333333333333,0.0833333333333333,1,1.06666666666667
"447",7.45,"Continuous",11.2006150000002,219,7.29949170160225,10.1782459503459,9.15,1.0620106007733,0.789159318227474,0.717165977046783,7.45,0.0833333333333333,1,1.06666666666667
"448",7.46666666666667,"Continuous",12.4549850000003,293,9.76016019584479,11.2470531102519,9.15,1.06215431566667,0.788203295181772,0.867797110955953,7.46666666666667,0.0833333333333333,1,1.06666666666667
"449",7.48333333333333,"Continuous",7.10642499999994,271,9.01998147872766,6.41614168401332,9.15,1.06229744721787,0.787246966671512,1.4058264176432,7.48333333333333,0.0833333333333333,1,1.06666666666667
"450",7.5,"Continuous",12.145595,236,7.848329365649,10.9769377701009,9.15,1.06243999451749,0.78629034833676,0.714983498132453,7.5,0.0833333333333333,1,1.06666666666667
