"","time","Method","blood","count","aif","disp_aif","backg","bpr","parentFraction","disp_fct","t_G","vol","delta","tmax"
"240",4,"Continuous",11.5361349999994,346,11.7939361983817,11.6399976187181,11.6,1.01355996402197,0.866458529446618,1.01322496659415,4,0.0833333333333333,1,0.666666666666667
"241",4.01666666666667,"Continuous",8.87650000000031,350,11.919832112616,9.20415725698229,11.6,1.01347603591235,0.865139437680886,1.29504872415925,4.01666666666667,0.0833333333333333,1,0.666666666666667
"242",4.03333333333333,"Continuous",10.0130200000008,344,11.7055341099645,11.7954398496247,11.6,1.01339210658102,0.863816182527249,0.992377923942949,4.03333333333333,0.0833333333333333,1,0.666666666666667
"243",4.05,"Continuous",11.5405099999998,297,10.0992245336049,10.5552669126066,11.6,1.0133081760207,0.862488828818743,0.956794803695866,4.05,0.0833333333333333,1,0.666666666666667
"244",4.06666666666667,"Continuous",9.40038499999946,330,11.2099329422057,9.92733661936618,11.6,1.01322424422414,0.86115744149824,1.12919843176642,4.06666666666667,0.0833333333333333,1,0.666666666666667
"245",4.08333333333333,"Continuous",11.8354449999997,317,10.7592691466749,12.5823309117705,11.6,1.01314031118407,0.859822085605212,0.855109376960499,4.08333333333333,0.0833333333333333,1,0.666666666666667
"246",4.1,"Continuous",11.8425000000002,302,10.2415924720149,10.4902401745264,11.6,1.01305637689322,0.858482826262597,0.97629723453661,4.1,0.0833333333333333,1,0.666666666666667
"247",4.11666666666667,"Continuous",10.7701900000002,345,11.6873188742726,11.6912158774826,11.6,1.01297244134434,0.857139728663781,0.999666672547078,4.11666666666667,0.0833333333333333,1,0.666666666666667
"248",4.13333333333333,"Continuous",10.7968499999997,321,10.8653147453494,10.3745422112847,11.6,1.01288850453015,0.855792858059691,1.04730546409372,4.13333333333333,0.0833333333333333,1,0.666666666666667
"249",4.15,"Continuous",9.47532000000001,337,11.3957375690321,10.1754928665424,11.6,1.0128045664434,0.854442279746009,1.11991996048682,4.15,0.0833333333333333,1,0.666666666666667
"250",4.16666666666667,"Continuous",10.3442450000002,316,10.6765717309984,10.6706351444951,11.6,1.01272062707682,0.853088059050512,1.00055634799831,4.16666666666667,0.0833333333333333,1,0.666666666666667
"251",4.18333333333333,"Continuous",10.0915649999997,308,10.396922059427,9.9701824262497,11.6,1.01263668642315,0.851730261320531,1.04280158726623,4.18333333333333,0.0833333333333333,1,0.666666666666667
"252",4.2,"Continuous",9.72043499999972,313,10.5555675401416,10.1314968611628,11.6,1.01255274447512,0.850368951910547,1.04185666587969,4.2,0.0833333333333333,1,0.666666666666667
"253",4.21666666666667,"Continuous",9.73283000000038,301,10.1418025334377,9.74109264117182,11.6,1.01246880122547,0.849004196169916,1.04113603134953,4.21666666666667,0.0833333333333333,1,0.666666666666667
"254",4.23333333333333,"Continuous",12.9320150000003,301,10.1321498675592,13.2742823926416,11.6,1.01238485666694,0.847636059430735,0.763291722132998,4.23333333333333,0.0833333333333333,1,0.666666666666667
"255",4.25,"Continuous",11.6411350000003,293,9.85376252555879,9.54039837135392,11.6,1.01230091079227,0.84626460699584,1.03284602403457,4.25,0.0833333333333333,1,0.666666666666667
"256",4.26666666666667,"Continuous",8.27657999999974,357,11.9916059125047,9.61850305887571,11.6,1.01221696359418,0.844889904126954,1.24672268014087,4.26666666666667,0.0833333333333333,1,0.666666666666667
"257",4.28333333333333,"Continuous",10.3072549999997,306,10.2704528118585,10.4233097446155,11.6,1.01213301506541,0.843512016032975,0.985335086790836,4.28333333333333,0.0833333333333333,1,0.666666666666667
"258",4.3,"Continuous",9.75692500000059,301,10.0929784359889,9.502053670655,11.6,1.01204906519871,0.842131007858417,1.06218916308154,4.3,0.0833333333333333,1,0.666666666666667
"259",4.31666666666667,"Continuous",12.1501599999997,307,10.2837730776834,12.70896784832,11.6,1.01196511398681,0.840746944671993,0.809174529388934,4.31666666666667,0.0833333333333333,1,0.666666666666667
"260",4.33333333333333,"Continuous",11.0379749999997,291,9.73885664391274,9.19731142156334,11.6,1.01188116142244,0.839359891455362,1.05888081826606,4.33333333333333,0.0833333333333333,1,0.666666666666667
"261",4.35,"Continuous",8.52062500000011,346,11.5654734093575,9.84357981326807,11.6,1.01179720749834,0.837969913092026,1.1749255483019,4.35,0.0833333333333333,1,0.666666666666667
"262",4.36666666666667,"Continuous",12.2580200000002,296,9.88617194400287,11.8979022338866,11.6,1.01171325220725,0.836577074356379,0.830917228067814,4.36666666666667,0.0833333333333333,1,0.666666666666667
"263",4.38333333333333,"Continuous",10.7605400000002,301,10.0428039200755,9.47573267518364,11.6,1.0116292955419,0.835181439902927,1.05984458029056,4.38333333333333,0.0833333333333333,1,0.666666666666667
"264",4.4,"Continuous",9.96715499999937,337,11.2309361214521,11.0142948202932,11.6,1.01154533749503,0.833783074255663,1.01966910316942,4.4,0.0833333333333333,1,0.666666666666667
"265",4.41666666666667,"Continuous",10.7995549999996,300,9.98912254894127,9.91745222926265,11.6,1.01146137805938,0.832382041797606,1.00722668665518,4.41666666666667,0.0833333333333333,1,0.666666666666667
